datetime,county,state,fips,cases,deaths,day,casecount,lat,long,Temperature
10/08/2020,Lancaster,Nebraska,31109,7177,30,161,102,40.8136,-96.7026,67.1
10/09/2020,Lancaster,Nebraska,31109,7289,30,162,112,40.8136,-96.7026,73.8
10/10/2020,Lancaster,Nebraska,31109,7411,31,163,122,40.8136,-96.7026,66.2
10/11/2020,Lancaster,Nebraska,31109,7481,31,164,70,40.8136,-96.7026,71.1
10/12/2020,Lancaster,Nebraska,31109,7534,32,165,53,40.8136,-96.7026,57.3
10/13/2020,Lancaster,Nebraska,31109,7620,32,166,86,40.8136,-96.7026,60.3
10/14/2020,Lancaster,Nebraska,31109,7714,32,167,94,40.8136,-96.7026,62.3
10/15/2020,Lancaster,Nebraska,31109,7825,33,168,111,40.8136,-96.7026,48.6
10/16/2020,Lancaster,Nebraska,31109,7912,35,169,87,40.8136,-96.7026,49
10/17/2020,Lancaster,Nebraska,31109,8054,35,170,142,40.8136,-96.7026,58.3
10/18/2020,Lancaster,Nebraska,31109,8112,35,171,58,40.8136,-96.7026,39.2
10/19/2020,Lancaster,Nebraska,31109,8205,37,172,93,40.8136,-96.7026,40.9
10/20/2020,Lancaster,Nebraska,31109,8339,39,173,134,40.8136,-96.7026,41.1
10/21/2020,Lancaster,Nebraska,31109,8445,41,174,106,40.8136,-96.7026,42.7
10/22/2020,Lancaster,Nebraska,31109,8526,42,175,81,40.8136,-96.7026,43.8
10/23/2020,Lancaster,Nebraska,31109,8668,42,176,142,40.8136,-96.7026,35.8
10/24/2020,Lancaster,Nebraska,31109,8746,42,177,78,40.8136,-96.7026,28.8
10/25/2020,Lancaster,Nebraska,31109,8877,43,178,131,40.8136,-96.7026,30.3
10/26/2020,Lancaster,Nebraska,31109,8979,43,179,102,40.8136,-96.7026,24.7
10/27/2020,Lancaster,Nebraska,31109,9072,43,180,93,40.8136,-96.7026,29.3
10/28/2020,Lancaster,Nebraska,31109,9164,45,181,92,40.8136,-96.7026,39.2
10/29/2020,Lancaster,Nebraska,31109,9330,45,182,166,40.8136,-96.7026,40.5
10/30/2020,Lancaster,Nebraska,31109,9413,45,183,83,40.8136,-96.7026,44.4
10/31/2020,Lancaster,Nebraska,31109,9660,45,184,247,40.8136,-96.7026,54.6
05/01/2020,Nueces,Texas,48355,106,3,1,2,27.8006,-97.3964,73.5
05/02/2020,Nueces,Texas,48355,107,3,2,1,27.8006,-97.3964,78.7
05/03/2020,Nueces,Texas,48355,107,3,3,0,27.8006,-97.3964,79.3
05/04/2020,Nueces,Texas,48355,113,3,4,6,27.8006,-97.3964,80.3
05/05/2020,Nueces,Texas,48355,114,3,5,1,27.8006,-97.3964,81.8
05/06/2020,Nueces,Texas,48355,117,3,6,3,27.8006,-97.3964,77.5
05/07/2020,Nueces,Texas,48355,123,3,7,6,27.8006,-97.3964,79.4
05/08/2020,Nueces,Texas,48355,128,3,8,5,27.8006,-97.3964,81.6
05/09/2020,Nueces,Texas,48355,128,3,9,0,27.8006,-97.3964,69.9
05/10/2020,Nueces,Texas,48355,132,3,10,4,27.8006,-97.3964,72.5
05/11/2020,Nueces,Texas,48355,147,3,11,15,27.8006,-97.3964,76
05/12/2020,Nueces,Texas,48355,174,3,12,27,27.8006,-97.3964,79.4
05/13/2020,Nueces,Texas,48355,186,3,13,12,27.8006,-97.3964,80
05/14/2020,Nueces,Texas,48355,209,3,14,23,27.8006,-97.3964,78.1
05/15/2020,Nueces,Texas,48355,231,3,15,22,27.8006,-97.3964,81.1
05/16/2020,Nueces,Texas,48355,233,3,16,2,27.8006,-97.3964,74.5
05/17/2020,Nueces,Texas,48355,234,3,17,1,27.8006,-97.3964,78
05/18/2020,Nueces,Texas,48355,242,3,18,8,27.8006,-97.3964,78.4
05/19/2020,Nueces,Texas,48355,248,3,19,6,27.8006,-97.3964,80.3
05/20/2020,Nueces,Texas,48355,256,3,20,8,27.8006,-97.3964,82.3
05/21/2020,Nueces,Texas,48355,260,3,21,4,27.8006,-97.3964,82.3
05/22/2020,Nueces,Texas,48355,260,3,22,0,27.8006,-97.3964,83.5
05/23/2020,Nueces,Texas,48355,262,3,23,2,27.8006,-97.3964,82.9
05/24/2020,Nueces,Texas,48355,262,3,24,0,27.8006,-97.3964,82.5
05/25/2020,Nueces,Texas,48355,263,3,25,1,27.8006,-97.3964,76.1
05/26/2020,Nueces,Texas,48355,266,3,26,3,27.8006,-97.3964,78.4
05/27/2020,Nueces,Texas,48355,268,3,27,2,27.8006,-97.3964,78.8
05/28/2020,Nueces,Texas,48355,268,3,28,0,27.8006,-97.3964,82.2
05/29/2020,Nueces,Texas,48355,268,3,29,0,27.8006,-97.3964,79.5
05/30/2020,Nueces,Texas,48355,274,3,30,6,27.8006,-97.3964,79.5
05/31/2020,Nueces,Texas,48355,275,3,31,1,27.8006,-97.3964,76.5
06/01/2020,Nueces,Texas,48355,275,3,32,0,27.8006,-97.3964,75.6
06/02/2020,Nueces,Texas,48355,280,3,33,5,27.8006,-97.3964,79.7
06/03/2020,Nueces,Texas,48355,285,3,34,5,27.8006,-97.3964,80.7
06/04/2020,Nueces,Texas,48355,286,3,35,1,27.8006,-97.3964,80.6
06/05/2020,Nueces,Texas,48355,289,3,36,3,27.8006,-97.3964,81.5
06/06/2020,Nueces,Texas,48355,289,3,37,0,27.8006,-97.3964,82.3
06/07/2020,Nueces,Texas,48355,289,3,38,0,27.8006,-97.3964,83.4
06/08/2020,Nueces,Texas,48355,300,3,39,11,27.8006,-97.3964,83.6
06/09/2020,Nueces,Texas,48355,303,3,40,3,27.8006,-97.3964,83.8
06/10/2020,Nueces,Texas,48355,310,3,41,7,27.8006,-97.3964,83.6
06/11/2020,Nueces,Texas,48355,321,3,42,11,27.8006,-97.3964,81.2
06/12/2020,Nueces,Texas,48355,336,3,43,15,27.8006,-97.3964,78.4
06/13/2020,Nueces,Texas,48355,336,3,44,0,27.8006,-97.3964,78.6
06/14/2020,Nueces,Texas,48355,336,3,45,0,27.8006,-97.3964,79.1
06/15/2020,Nueces,Texas,48355,360,4,46,24,27.8006,-97.3964,80.9
06/16/2020,Nueces,Texas,48355,391,4,47,31,27.8006,-97.3964,81.6
06/17/2020,Nueces,Texas,48355,420,4,48,29,27.8006,-97.3964,80.8
06/18/2020,Nueces,Texas,48355,485,5,49,65,27.8006,-97.3964,79.9
06/19/2020,Nueces,Texas,48355,548,6,50,63,27.8006,-97.3964,82.3
06/20/2020,Nueces,Texas,48355,597,6,51,49,27.8006,-97.3964,83.2
06/21/2020,Nueces,Texas,48355,633,6,52,36,27.8006,-97.3964,83.2
06/22/2020,Nueces,Texas,48355,742,6,53,109,27.8006,-97.3964,84.4
06/23/2020,Nueces,Texas,48355,813,6,54,71,27.8006,-97.3964,82.3
06/24/2020,Nueces,Texas,48355,1028,6,55,215,27.8006,-97.3964,77.1
06/25/2020,Nueces,Texas,48355,1028,6,56,0,27.8006,-97.3964,78.9
06/26/2020,Nueces,Texas,48355,1499,6,57,471,27.8006,-97.3964,79.3
06/27/2020,Nueces,Texas,48355,1727,6,58,228,27.8006,-97.3964,82.4
06/28/2020,Nueces,Texas,48355,1915,7,59,188,27.8006,-97.3964,83.1
06/29/2020,Nueces,Texas,48355,2120,8,60,205,27.8006,-97.3964,83.8
06/30/2020,Nueces,Texas,48355,2394,8,61,274,27.8006,-97.3964,84
07/01/2020,Nueces,Texas,48355,2756,9,62,362,27.8006,-97.3964,84
07/02/2020,Nueces,Texas,48355,3018,9,63,262,27.8006,-97.3964,84.1
07/03/2020,Nueces,Texas,48355,3272,10,64,254,27.8006,-97.3964,82.5
07/04/2020,Nueces,Texas,48355,3593,11,65,321,27.8006,-97.3964,82.8
07/05/2020,Nueces,Texas,48355,3796,14,66,203,27.8006,-97.3964,83.2
07/06/2020,Nueces,Texas,48355,4084,18,67,288,27.8006,-97.3964,84.5
07/07/2020,Nueces,Texas,48355,4472,27,68,388,27.8006,-97.3964,84.7
07/08/2020,Nueces,Texas,48355,4917,35,69,445,27.8006,-97.3964,84.7
07/09/2020,Nueces,Texas,48355,5260,37,70,343,27.8006,-97.3964,84.6
07/10/2020,Nueces,Texas,48355,5672,42,71,412,27.8006,-97.3964,85.1
07/11/2020,Nueces,Texas,48355,5965,50,72,293,27.8006,-97.3964,84.5
07/12/2020,Nueces,Texas,48355,6174,54,73,209,27.8006,-97.3964,84.1
07/13/2020,Nueces,Texas,48355,6427,58,74,253,27.8006,-97.3964,84.8
07/14/2020,Nueces,Texas,48355,7032,64,75,605,27.8006,-97.3964,84.4
07/15/2020,Nueces,Texas,48355,7532,70,76,500,27.8006,-97.3964,84.7
07/16/2020,Nueces,Texas,48355,7861,75,77,329,27.8006,-97.3964,85.4
07/17/2020,Nueces,Texas,48355,8171,82,78,310,27.8006,-97.3964,81.9
07/18/2020,Nueces,Texas,48355,8407,90,79,236,27.8006,-97.3964,82.5
07/19/2020,Nueces,Texas,48355,8579,95,80,172,27.8006,-97.3964,83.6
07/20/2020,Nueces,Texas,48355,8816,103,81,237,27.8006,-97.3964,84.3
07/21/2020,Nueces,Texas,48355,9105,108,82,289,27.8006,-97.3964,84.2
07/22/2020,Nueces,Texas,48355,9607,116,83,502,27.8006,-97.3964,85.5
07/23/2020,Nueces,Texas,48355,9961,124,84,354,27.8006,-97.3964,84.7
07/24/2020,Nueces,Texas,48355,10136,129,85,175,27.8006,-97.3964,84.8
07/25/2020,Nueces,Texas,48355,10351,137,86,215,27.8006,-97.3964,80
07/26/2020,Nueces,Texas,48355,10417,141,87,66,27.8006,-97.3964,82.7
07/27/2020,Nueces,Texas,48355,10647,148,88,230,27.8006,-97.3964,84.4
07/28/2020,Nueces,Texas,48355,10901,154,89,254,27.8006,-97.3964,83.9
07/29/2020,Nueces,Texas,48355,11160,162,90,259,27.8006,-97.3964,82.1
07/30/2020,Nueces,Texas,48355,11390,166,91,230,27.8006,-97.3964,84.8
07/31/2020,Nueces,Texas,48355,12301,176,92,911,27.8006,-97.3964,86.3
08/01/2020,Nueces,Texas,48355,12478,182,93,177,27.8006,-97.3964,83.9
08/02/2020,Nueces,Texas,48355,12575,195,94,97,27.8006,-97.3964,83.6
08/03/2020,Nueces,Texas,48355,12813,204,95,238,27.8006,-97.3964,84.2
08/04/2020,Nueces,Texas,48355,13062,212,96,249,27.8006,-97.3964,83.2
08/05/2020,Nueces,Texas,48355,13321,217,97,259,27.8006,-97.3964,84
08/06/2020,Nueces,Texas,48355,13552,227,98,231,27.8006,-97.3964,84.8
08/07/2020,Nueces,Texas,48355,13918,229,99,366,27.8006,-97.3964,85.5
08/08/2020,Nueces,Texas,48355,14073,234,100,155,27.8006,-97.3964,85.2
08/09/2020,Nueces,Texas,48355,15244,236,101,1171,27.8006,-97.3964,86
08/10/2020,Nueces,Texas,48355,15423,243,102,179,27.8006,-97.3964,85.7
08/11/2020,Nueces,Texas,48355,15731,249,103,308,27.8006,-97.3964,86.2
08/12/2020,Nueces,Texas,48355,16234,259,104,503,27.8006,-97.3964,86.3
08/13/2020,Nueces,Texas,48355,16403,270,105,169,27.8006,-97.3964,85.6
08/14/2020,Nueces,Texas,48355,16527,277,106,124,27.8006,-97.3964,85
08/15/2020,Nueces,Texas,48355,16878,279,107,351,27.8006,-97.3964,85.3
08/16/2020,Nueces,Texas,48355,17044,287,108,166,27.8006,-97.3964,85.2
08/17/2020,Nueces,Texas,48355,17124,290,109,80,27.8006,-97.3964,85.3
08/18/2020,Nueces,Texas,48355,17322,295,110,198,27.8006,-97.3964,84
08/19/2020,Nueces,Texas,48355,17494,300,111,172,27.8006,-97.3964,84.9
08/20/2020,Nueces,Texas,48355,17600,303,112,106,27.8006,-97.3964,84.6
08/21/2020,Nueces,Texas,48355,17854,306,113,254,27.8006,-97.3964,85.6
08/22/2020,Nueces,Texas,48355,17854,306,114,0,27.8006,-97.3964,84.1
08/23/2020,Nueces,Texas,48355,18069,313,115,215,27.8006,-97.3964,83.8
08/24/2020,Nueces,Texas,48355,18181,316,116,112,27.8006,-97.3964,82.9
08/25/2020,Nueces,Texas,48355,18349,327,117,168,27.8006,-97.3964,85.7
08/26/2020,Nueces,Texas,48355,18444,336,118,95,27.8006,-97.3964,86.4
08/27/2020,Nueces,Texas,48355,18536,339,119,92,27.8006,-97.3964,86.8
08/28/2020,Nueces,Texas,48355,18664,348,120,128,27.8006,-97.3964,88.6
08/29/2020,Nueces,Texas,48355,18664,348,121,0,27.8006,-97.3964,87.5
08/30/2020,Nueces,Texas,48355,18830,352,122,166,27.8006,-97.3964,87.7
08/31/2020,Nueces,Texas,48355,18886,353,123,56,27.8006,-97.3964,89
09/01/2020,Nueces,Texas,48355,18992,363,124,106,27.8006,-97.3964,89
09/02/2020,Nueces,Texas,48355,19017,368,125,25,27.8006,-97.3964,87.4
09/03/2020,Nueces,Texas,48355,19050,368,126,33,27.8006,-97.3964,87.1
09/04/2020,Nueces,Texas,48355,19076,370,127,26,27.8006,-97.3964,86.4
09/05/2020,Nueces,Texas,48355,19287,373,128,211,27.8006,-97.3964,82.7
09/06/2020,Nueces,Texas,48355,19287,373,129,0,27.8006,-97.3964,83.2
09/07/2020,Nueces,Texas,48355,19308,376,130,21,27.8006,-97.3964,82.4
09/08/2020,Nueces,Texas,48355,19389,381,131,81,27.8006,-97.3964,85.7
09/09/2020,Nueces,Texas,48355,19488,382,132,99,27.8006,-97.3964,85.8
09/10/2020,Nueces,Texas,48355,19509,383,133,21,27.8006,-97.3964,76.4
09/11/2020,Nueces,Texas,48355,19557,385,134,48,27.8006,-97.3964,76.6
09/12/2020,Nueces,Texas,48355,19557,385,135,0,27.8006,-97.3964,83.1
09/13/2020,Nueces,Texas,48355,19635,390,136,78,27.8006,-97.3964,84.1
09/14/2020,Nueces,Texas,48355,19635,390,137,0,27.8006,-97.3964,80.7
09/15/2020,Nueces,Texas,48355,19845,397,138,210,27.8006,-97.3964,82.9
09/16/2020,Nueces,Texas,48355,19875,400,139,30,27.8006,-97.3964,80.8
09/17/2020,Nueces,Texas,48355,19913,401,140,38,27.8006,-97.3964,78.6
09/18/2020,Nueces,Texas,48355,19956,401,141,43,27.8006,-97.3964,80.5
09/19/2020,Nueces,Texas,48355,19986,403,142,30,27.8006,-97.3964,79
09/20/2020,Nueces,Texas,48355,20002,403,143,16,27.8006,-97.3964,77.4
09/21/2020,Nueces,Texas,48355,20241,405,144,239,27.8006,-97.3964,72.1
09/22/2020,Nueces,Texas,48355,20270,407,145,29,27.8006,-97.3964,76.2
09/23/2020,Nueces,Texas,48355,20270,407,146,0,27.8006,-97.3964,77.8
09/24/2020,Nueces,Texas,48355,20434,410,147,164,27.8006,-97.3964,76.5
09/25/2020,Nueces,Texas,48355,20451,411,148,17,27.8006,-97.3964,76.9
09/26/2020,Nueces,Texas,48355,20451,411,149,0,27.8006,-97.3964,81.2
09/27/2020,Nueces,Texas,48355,20456,412,150,5,27.8006,-97.3964,83.3
09/28/2020,Nueces,Texas,48355,20472,416,151,16,27.8006,-97.3964,78.7
09/29/2020,Nueces,Texas,48355,20534,417,152,62,27.8006,-97.3964,73.1
09/30/2020,Nueces,Texas,48355,20541,417,153,7,27.8006,-97.3964,69.7
10/01/2020,Nueces,Texas,48355,20541,417,154,0,27.8006,-97.3964,72.2
10/02/2020,Nueces,Texas,48355,20661,419,155,120,27.8006,-97.3964,71.9
10/03/2020,Nueces,Texas,48355,20689,419,156,28,27.8006,-97.3964,74.4
10/04/2020,Nueces,Texas,48355,20689,419,157,0,27.8006,-97.3964,74
10/05/2020,Nueces,Texas,48355,20707,419,158,18,27.8006,-97.3964,74.3
10/06/2020,Nueces,Texas,48355,20727,421,159,20,27.8006,-97.3964,75.9
10/07/2020,Nueces,Texas,48355,20745,423,160,18,27.8006,-97.3964,76
10/08/2020,Nueces,Texas,48355,20767,423,161,22,27.8006,-97.3964,80.7
10/09/2020,Nueces,Texas,48355,20783,425,162,16,27.8006,-97.3964,82.5
10/10/2020,Nueces,Texas,48355,20783,425,163,0,27.8006,-97.3964,83
10/11/2020,Nueces,Texas,48355,20790,426,164,7,27.8006,-97.3964,81.2
10/12/2020,Nueces,Texas,48355,20814,427,165,24,27.8006,-97.3964,80.7
10/13/2020,Nueces,Texas,48355,20835,432,166,21,27.8006,-97.3964,79.6
10/14/2020,Nueces,Texas,48355,20846,432,167,11,27.8006,-97.3964,78.6
10/15/2020,Nueces,Texas,48355,20887,432,168,41,27.8006,-97.3964,81.3
10/16/2020,Nueces,Texas,48355,20931,435,169,44,27.8006,-97.3964,68
10/17/2020,Nueces,Texas,48355,20982,435,170,51,27.8006,-97.3964,72.8
10/18/2020,Nueces,Texas,48355,20993,436,171,11,27.8006,-97.3964,79.9
10/19/2020,Nueces,Texas,48355,21005,437,172,12,27.8006,-97.3964,81.5
10/20/2020,Nueces,Texas,48355,21027,438,173,22,27.8006,-97.3964,80.4
10/21/2020,Nueces,Texas,48355,21058,438,174,31,27.8006,-97.3964,79.9
10/22/2020,Nueces,Texas,48355,21087,438,175,29,27.8006,-97.3964,80.1
10/23/2020,Nueces,Texas,48355,21125,439,176,38,27.8006,-97.3964,79.8
10/24/2020,Nueces,Texas,48355,21166,440,177,41,27.8006,-97.3964,66.1
10/25/2020,Nueces,Texas,48355,21166,440,178,0,27.8006,-97.3964,76
10/26/2020,Nueces,Texas,48355,21187,440,179,21,27.8006,-97.3964,80.5
10/27/2020,Nueces,Texas,48355,21219,442,180,32,27.8006,-97.3964,58
10/28/2020,Nueces,Texas,48355,21247,442,181,28,27.8006,-97.3964,54
10/29/2020,Nueces,Texas,48355,21286,442,182,39,27.8006,-97.3964,59.5
10/30/2020,Nueces,Texas,48355,21312,442,183,26,27.8006,-97.3964,59.5
10/31/2020,Nueces,Texas,48355,21342,443,184,30,27.8006,-97.3964,63
